Origin,Dest,Cancelled,Diverted,ArrDelay_YN,DepDelay_YN,Flights_Count,Origin_airport,Origin_city,Origin_state,Origin_lat,Origin_long,Dest_airport,Dest_city,Dest_state,Dest_lat,Dest_long
ABE,ATL,0.016412661195779603,0.004689331770222743,0.47245017584994137,0.37280187573270807,853,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ABQ,ATL,0.005623242736644799,0.0037488284910965324,0.34395501405810686,0.2380506091846298,1067,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ABY,ATL,0.015525114155251141,0.0009132420091324201,0.4785388127853881,0.3461187214611872,1095,Southwest Georgia Regional,Albany,GA,31.535515000000004,-84.19447333,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ACY,ATL,0.02654867256637168,0.008849557522123894,0.21238938053097345,0.36283185840707965,113,Atlantic City International,Atlantic City,NJ,39.45758333,-74.57716667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AEX,ATL,0.021363173957273652,0.00508646998982706,0.5513733468972533,0.3621566632756867,983,Alexandria International,Alexandria,LA,31.32737167,-92.54855611,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AGS,ATL,0.018487394957983194,0.0008403361344537816,0.44201680672268906,0.2827731092436975,2380,Bush ,Augusta,GA,33.369955,-81.96449611,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ALB,ATL,0.016464471403812825,0.005199306759098787,0.5935875216637782,0.4341421143847487,1154,Albany Cty,Albany,NY,42.74811944,-73.80297861,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ASE,ATL,0.125,0.0,0.3125,0.375,16,Aspen-Pitkin Co/Sardy ,Aspen,CO,39.22316,-106.868845,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ATW,ATL,0.03095558546433378,0.0026917900403768506,0.48183041722745623,0.3876177658142665,743,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,ATL,0.012877442273534635,0.004440497335701598,0.5830373001776199,0.32149200710479575,2252,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AVL,ATL,0.01652892561983471,0.0010330578512396695,0.35588842975206614,0.26291322314049587,1936,Asheville Regional,Asheville,NC,35.43619444,-82.54180556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AVP,ATL,0.027303754266211604,0.0034129692832764505,0.4351535836177474,0.44368600682593856,586,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,41.33814944,-75.72426750000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BDL,ATL,0.015413358243811303,0.002335357309668379,0.5203176085941149,0.36478281177020083,2141,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BGR,ATL,0.040740740740740744,0.011111111111111112,0.5703703703703704,0.6407407407407407,270,Bangor International,Bangor,ME,44.80744444,-68.82813889,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BHM,ATL,0.014603616133518776,0.0,0.4429763560500695,0.2826842837273992,2876,Birmingham International,Birmingham,AL,33.56294306,-86.75354972,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BMI,ATL,0.02031063321385902,0.0031859816806053365,0.4536041417761848,0.320589406610912,2511,Central Illinois Regional,Bloomington,IL,40.47798556,-88.91595278,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BNA,ATL,0.015821762996448177,0.0012915724895059735,0.4572166612851146,0.36745237326444946,3097,Nashville International,Nashville,TN,36.12447667,-86.67818222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BOI,ATL,0.0,0.024390243902439025,0.0975609756097561,0.024390243902439025,41,Boise Air Terminal,Boise,ID,43.56444444,-116.22277779999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BOS,ATL,0.013206285523236376,0.004179204279505183,0.48311601471079907,0.38164493480441325,5982,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BQK,ATL,0.02054054054054054,0.0,0.3924324324324324,0.2789189189189189,925,Glynco Jetport,Brunswick,GA,31.25902778,-81.46630556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BTR,ATL,0.024408561772437103,0.001877581674802854,0.46564025535110776,0.3188133683815246,2663,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BTV,ATL,0.014,0.002,0.584,0.512,500,Burlington International,Burlington,VT,44.47300361,-73.1503125,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BUF,ATL,0.0193006993006993,0.001958041958041958,0.42937062937062936,0.32447552447552447,3575,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BWI,ATL,0.009209645010046886,0.0035164099129269925,0.43837910247823175,0.35733422638981915,5972,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
BZN,ATL,0.03333333333333333,0.06666666666666667,0.5,0.4666666666666667,60,Gallatin ,Bozeman,MT,45.77690139,-111.15300719999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CAE,ATL,0.01634768740031898,0.0007974481658692185,0.4649122807017544,0.3361244019138756,2508,Columbia Metropolitan,Columbia,SC,33.93884,-81.11953944,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CAK,ATL,0.014852752880921895,0.0023047375160051217,0.45454545454545453,0.3736235595390525,3905,Akron-Canton Regional,Akron,OH,40.91631194,-81.44246556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CHA,ATL,0.021572387344199424,0.0,0.4089165867689358,0.26558005752636626,2086,Lovell ,Chattanooga,TN,35.03526833,-85.20378778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CHO,ATL,0.020356234096692113,0.0,0.4211195928753181,0.2811704834605598,786,Charlottesville-Albermarle,Charlottesville,VA,38.13863889,-78.45286111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CHS,ATL,0.017133956386292833,0.0008900756564307966,0.4953271028037383,0.338006230529595,4494,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CID,ATL,0.04201680672268908,0.0,0.45938375350140054,0.2605042016806723,357,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CLE,ATL,0.024398073836276082,0.003531300160513644,0.49213483146067416,0.40224719101123596,3115,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CLT,ATL,0.019339482296935436,0.0004462957453138947,0.4681642368342755,0.38426063671526334,6722,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CMH,ATL,0.014933628318584071,0.0038716814159292035,0.45298672566371684,0.30420353982300885,1808,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
COS,ATL,0.01015228426395939,0.005076142131979695,0.3993231810490694,0.4517766497461929,591,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CRP,ATL,0.0,0.0,0.3333333333333333,0.16666666666666666,6,Corpus Christi International,Corpus Christi,TX,27.77036083,-97.50121528,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CRW,ATL,0.016083916083916083,0.0013986013986013986,0.45384615384615384,0.36713286713286714,1430,Yeager,Charleston,WV,38.37315083,-81.59318972,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CSG,ATL,0.024307900067521943,0.0006752194463200541,0.47940580688723833,0.362592842673869,1481,Columbus Metropolitan,Columbus,GA,32.51633333,-84.93886111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
CVG,ATL,0.018129079042784626,0.002175489485134155,0.4992748368382886,0.3854242204496012,2758,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DAB,ATL,0.01990049751243781,0.002902155887230514,0.43159203980099503,0.30845771144278605,2412,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DAY,ATL,0.01373311970702678,0.0038910505836575876,0.41382467383840693,0.30945296406500344,4369,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DCA,ATL,0.02398574561403509,0.002055921052631579,0.4213267543859649,0.31811951754385964,7296,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DEN,ATL,0.0055903777740132134,0.0032187023547348807,0.4224970354057259,0.3869219041165509,5903,Denver Intl,Denver,CO,39.85840806,-104.6670019,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DFW,ATL,0.020814295867600772,0.003045994517209869,0.48563305919382677,0.39516702203269366,9849,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DHN,ATL,0.013600572655690766,0.0014316392269148174,0.490336435218325,0.329277022190408,1397,Dothan ,Dothan,AL,31.32133917,-85.44962889,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DSM,ATL,0.017040358744394617,0.0053811659192825115,0.4367713004484305,0.39461883408071746,1115,Des Moines International,Des Moines,IA,41.53493306,-93.66068222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
DTW,ATL,0.008909479686386316,0.002851033499643621,0.49162508909479685,0.3930862437633642,5612,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
EGE,ATL,0.01834862385321101,0.01834862385321101,0.44036697247706424,0.3577981651376147,109,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ELP,ATL,0.010434782608695653,0.0017391304347826088,0.37565217391304345,0.22608695652173913,575,El Paso International,El Paso,TX,31.80666667,-106.37780559999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
EVV,ATL,0.021720243266724587,0.0026064291920069507,0.35534317984361424,0.3310165073848827,1151,Evansville Regional,Evansville,IN,38.03799139,-87.53062667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
EWN,ATL,0.017699115044247787,0.0025284450063211127,0.5170670037926675,0.28192161820480405,791,Craven County Regional,New Bern,NC,35.07297222,-77.04294444,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
EWR,ATL,0.027543424317617866,0.002109181141439206,0.5395781637717122,0.4347394540942928,8060,Newark Intl,Newark,NJ,40.69249722,-74.16866056,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
EYW,ATL,0.01642710472279261,0.011293634496919919,0.5862422997946611,0.4620123203285421,974,Key West International,Key West,FL,24.55611111,-81.75955556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FAY,ATL,0.014732965009208104,0.0013812154696132596,0.4889502762430939,0.3453038674033149,2172,Fayetteville Municipal,Fayetteville,NC,34.99147222,-78.88,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FCA,ATL,0.0,0.0,0.72,0.72,25,Glacier Park Intl,Kalispell,MT,48.31140472,-114.25506940000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FLL,ATL,0.0030002608922515,0.0013044612575006521,0.4535611792329768,0.3056352726324028,7666,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FLO,ATL,0.022764227642276424,0.0,0.4926829268292683,0.34796747967479674,615,Florence Regional,Florence,SC,34.18536111,-79.72388889,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FNT,ATL,0.012767315671879987,0.0047877433769549956,0.42770507500797955,0.33067347590169166,3133,Bishop,Flint,MI,42.96550333,-83.74345639,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FSD,ATL,0.02962962962962963,0.007407407407407408,0.6296296296296297,0.5037037037037037,135,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FSM,ATL,0.01263823064770932,0.00315955766192733,0.3712480252764613,0.2353870458135861,633,Fort Smith Regional,Fort Smith,AR,35.33659028,-94.36744111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
FWA,ATL,0.01652089407191448,0.001943634596695821,0.4878522837706511,0.41885325558794945,1029,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GNV,ATL,0.02131782945736434,0.0024224806201550387,0.33478682170542634,0.2189922480620155,2064,Gainesville Regional,Gainesville,FL,29.69005556,-82.27177778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GPT,ATL,0.02121476315024702,0.0017436791630340018,0.40511479221156643,0.27521069456553326,3441,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GRB,ATL,0.021505376344086023,0.010752688172043012,0.27956989247311825,0.23655913978494625,93,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GRK,ATL,0.017107309486780714,0.0015552099533437014,0.5723172628304821,0.33748055987558323,643,Robert Gray AAF,Killeen,TX,31.06489778,-97.82779778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GRR,ATL,0.02072538860103627,0.003700962250185048,0.43301258327165065,0.4359733530717987,1351,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GSO,ATL,0.02212078651685393,0.001053370786516854,0.44662921348314605,0.32759831460674155,2848,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GSP,ATL,0.030204081632653063,0.0,0.3795918367346939,0.24897959183673468,2450,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GTR,ATL,0.01867219917012448,0.0,0.4699170124481328,0.31016597510373445,964,Golden Triangle Regional,Columbus-Starkville-West Point,MS,33.45033444,-88.59136861,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
GUC,ATL,0.0,0.0,1.0,1.0,2,Gunnison County,Gunnison,CO,38.53396333,-106.9331817,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
HDN,ATL,0.0,0.16822429906542055,0.5420560747663551,0.5514018691588785,107,Yampa Valley,Hayden,CO,40.48118028,-107.21765970000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
HHH,ATL,0.05263157894736842,0.0011961722488038277,0.37200956937799046,0.24043062200956938,836,Hilton Head,,,32.224384,-80.697629,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
HOU,ATL,0.02698191933240612,0.0013908205841446453,0.47872044506258693,0.3666203059805285,3595,William P Hobby,Houston,TX,29.64541861,-95.27888889,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
HPN,ATL,0.027803521779425393,0.004170528266913809,0.43373493975903615,0.34754402224281744,2158,Westchester Cty,White Plains,NY,41.06695778,-73.70757444,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
HSV,ATL,0.014111365369946605,0.0,0.4748283752860412,0.2959572845156369,2622,Huntsville International ,Huntsville,AL,34.6404475,-86.77310944,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
IAD,ATL,0.02237970906378217,0.002424468481909735,0.42726594554270797,0.35415889593435285,5362,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
IAH,ATL,0.020645419923832432,0.0024052916416115455,0.504109039887753,0.4004810583283223,4989,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ICT,ATL,0.010171646535282899,0.004132231404958678,0.4198982835346472,0.35664335664335667,3146,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ILM,ATL,0.012054244098442994,0.0015067805123053742,0.49171270718232046,0.34806629834254144,1991,Wilmington International,Wilmington,NC,34.27061111,-77.90255556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
IND,ATL,0.008534850640113799,0.001991465149359886,0.43157894736842106,0.3365576102418208,3515,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
ISP,ATL,0.04186046511627907,0.009302325581395349,0.49767441860465117,0.413953488372093,215,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
JAC,ATL,0.025423728813559324,0.025423728813559324,0.6440677966101694,0.5,118,Jackson Hole,Jackson,WY,43.60732417,-110.7377389,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
JAN,ATL,0.017011834319526627,0.0014792899408284023,0.4914940828402367,0.32470414201183434,2704,Jackson International,Jackson,MS,32.31116667,-90.07588889,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
JAX,ATL,0.012376237623762377,0.0003536067892503536,0.42468175388967466,0.2913719943422914,5656,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
JFK,ATL,0.013163668275559455,0.0013163668275559457,0.4659938569548047,0.5204036858271172,2279,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LAS,ATL,0.004620877966813695,0.004620877966813695,0.40054610375971433,0.37744171392564585,4761,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LAW,ATL,0.01289134438305709,0.003683241252302026,0.3848987108655617,0.21915285451197053,543,Lawton-Ft Sill Regional,Lawton,OK,34.56771444,-98.41663667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LAX,ATL,0.0031469825990373935,0.0033320992225101815,0.42428730099962975,0.441503146982599,5402,Los Angeles International,Los Angeles,CA,33.94253611,-118.40807439999999,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LEX,ATL,0.019846639603067207,0.0013531799729364006,0.34641407307171856,0.29815065403698693,2217,Blue Grass ,Lexington,KY,38.03697222,-84.60538889,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LFT,ATL,0.020100502512562814,0.0020100502512562816,0.45025125628140705,0.314572864321608,995,Lafayette Regional,Lafayette,LA,30.20527972,-91.987655,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LGA,ATL,0.04140097078138384,0.002855239364233368,0.4731131626534691,0.4223850766155896,10507,LaGuardia,New York,NY,40.77724306,-73.87260917,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LIT,ATL,0.0166270783847981,0.0023752969121140144,0.4342834520981789,0.393507521773555,2526,Adams ,Little Rock,AR,34.72939611,-92.22424556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LWB,ATL,0.010810810810810811,0.0,0.5351351351351351,0.3675675675675676,185,Greenbrier Valley,Lewisburg,WV,37.85830556,-80.39947222,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
LYH,ATL,0.024,0.0,0.3616,0.176,625,Lynchburg Municipal-Preston Glenn ,Lynchburg,VA,37.32668528,-79.20043056,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MCI,ATL,0.010144927536231883,0.003140096618357488,0.3939613526570048,0.28888888888888886,4140,Kansas City International,Kansas City,MO,39.29760528,-94.71390556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MCN,ATL,0.046012269938650305,0.0,0.42024539877300615,0.2837423312883436,652,Middle Georgia Regional,Macon,GA,32.69284944,-83.64921083,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MCO,ATL,0.005306419727395692,0.0017688065757985641,0.46800541046717303,0.2813442929976069,9611,Orlando International,Orlando,FL,28.42888889,-81.31602778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MDT,ATL,0.011179429849077696,0.002794857462269424,0.4237003912800447,0.37171604248183343,1789,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MDW,ATL,0.01903592262818545,0.00276327909118821,0.4332207552962849,0.33589192508443355,3257,Chicago Midway,Chicago,IL,41.7859825,-87.75242444,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MEI,ATL,0.017804154302670624,0.0,0.45252225519287836,0.28338278931750743,674,Key ,Meridian,MS,32.33313333,-88.75120556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MEM,ATL,0.019507186858316223,0.001437371663244353,0.40698151950718686,0.3406570841889117,4870,Memphis International,Memphis,TN,35.04241667,-89.97666667,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MFE,ATL,0.0,0.0,0.8,0.3,10,McAllen Miller International,McAllen,TX,26.17583333,-98.23861111,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MGM,ATL,0.010739856801909307,0.0,0.4598249801113763,0.25218774860779636,2514,Montgomery Regional Apt,Montgomery,AL,32.30064417,-86.39397611,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MHT,ATL,0.021551724137931036,0.004310344827586207,0.603448275862069,0.39655172413793105,696,Manchester,Manchester,NH,42.93451639,-71.43705583,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MIA,ATL,0.012230107202174241,0.0016608787558508229,0.506568020534501,0.3887966178468972,6623,Miami International,Miami,FL,25.79325,-80.29055556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MKE,ATL,0.0252357182473655,0.0019412090959511925,0.4226289517470882,0.3422074320576816,3606,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MLB,ATL,0.0215,0.003,0.509,0.3195,2000,Melbourne International ,Melbourne,FL,28.10275,-80.64580556,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MLI,ATL,0.017361111111111112,0.004629629629629629,0.4278549382716049,0.36496913580246915,2592,Quad City,Moline,IL,41.44852639,-90.50753917,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MLU,ATL,0.017293997965412006,0.001017293997965412,0.5116988809766022,0.2726347914547304,983,Monroe Regional,Monroe,LA,32.51086556,-92.03768778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MOB,ATL,0.020674157303370785,0.0017977528089887641,0.4817977528089888,0.32179775280898876,2225,Mobile Regional,Mobile,AL,30.69141667,-88.24283333,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MSN,ATL,0.03125,0.005208333333333333,0.3697916666666667,0.3411458333333333,384,Dane County Regional,Madison,WI,43.13985778,-89.33751361,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MSP,ATL,0.007822685788787484,0.004842615012106538,0.4430992736077482,0.36487241571987333,5369,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MSY,ATL,0.01959531416400426,0.0017039403620873268,0.4792332268370607,0.3207667731629393,4695,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MTJ,ATL,0.05405405405405406,0.0,0.7027027027027027,0.7567567567567568,37,Montrose Regional,Montrose,CO,38.50886722,-107.89383329999998,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
MYR,ATL,0.023732470334412083,0.0010787486515641855,0.3932038834951456,0.2605177993527508,1854,Myrtle Beach International,Myrtle Beach,SC,33.67975,-78.92833333,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
OAJ,ATL,0.023769100169779286,0.0008488964346349745,0.4032258064516129,0.2860780984719864,1178,Albert J Ellis,Jacksonville,NC,34.82916444,-77.61213778,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
OAK,ATL,0.0,0.0,0.2727272727272727,0.4431818181818182,88,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.22071670000001,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
OKC,ATL,0.014861995753715499,0.0015923566878980893,0.4718683651804671,0.4028662420382166,1884,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
OMA,ATL,0.012709416522241479,0.00462160600808781,0.4592720970537262,0.3731946851530907,1731,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
